No.;Tanggal;created_date;kota_kab_pelapor;propinsi_pelapor;klasifikasi_pelapor;jabatan_terlapor;kota_kab_terlapor;propinsi_terlapor;id_substansi;id_dugaan_maladministrasi;ringkasan_laporan;id_kantor;kode_kabupaten;kode_prov
5317;24/10/14 00.00;28/10/14 13.36;MINAHASA SELATAN;SULAWESI UTARA;Perorangan/Korban Langsung;Camat;MINAHASA SELATAN;SULAWESI UTARA;Pertanahan;Penyimpangan Prosedur;Dugaan penyimpangan prosedur yang dilakukan oleh Camat Amurang Barat dalam mengeluarkan surat mengenai sengketa tanag di Kawangkoan Bawah;Kantor Perwakilan Sulawesi Utara;7105;7171
5318;24/10/14 00.00;28/10/14 13.44;KOTA MANADO;SULAWESI UTARA;Perorangan/Korban Langsung;;KOTA MANADO;SULAWESI UTARA;Pemukiman/Perumahan;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan yang dilakukan oleh Badan Keuangan Negara (BKN), dimana laporan Pelapor terkait sampah, ketidaknyamanan dan ketidakamanan yang disebabkan oleh BKN tidak ditindaklanjuti;Kantor Perwakilan Sulawesi Utara;7171;7171
5319;24/10/14 00.00;28/10/14 13.50;KOTA TOMOHON;SULAWESI UTARA;Perorangan/Korban Langsung;General Manager;KOTA MANADO;SULAWESI UTARA;Listrik;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan oleh PLN Wilayah Suluttenggo dimana listrik mati sampai 4 - 9 jam dalam 1 hari;Kantor Perwakilan Sulawesi Utara;7171;7171
5320;24/10/14 00.00;28/10/14 13.56;KOTA BITUNG;SULAWESI UTARA;Perorangan/Korban Langsung;General Manager;KOTA MANADO;SULAWESI UTARA;Listrik;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan yang dilakukan oleh PT. PLN (Persero) Wilayah Suluttenggo dimana terjadi pemadaman listrik di Lokasi Kodim Bitung, sehingga menyebabkan terganggunya perayaan penyambutan tahun baru hijriah;Kantor Perwakilan Sulawesi Utara;7171;7171
5321;24/10/14 00.00;29/10/14 07.09;KOTA KUPANG;NUSA TENGGARA TIMUR;Perorangan/Korban Langsung;Guru Honorer;KOTA KUPANG;NUSA TENGGARA TIMUR;Kepegawaian;Tidak Patut;dugaan tidak patut dalam manipulasi data honor K II Kota Kupang yang diduga dilakukan guru honorer SD Impres Fatukoa an. Djumna Pello dan guru SDN Alak an.Marini Mimi Manafe.;Kantor Perwakilan Nusa Tenggara Timur;5371;5371
5322;24/10/14 00.00;29/10/14 07.38;KUPANG;NUSA TENGGARA TIMUR;Kelompok Masyarakat;Kepala Bidang;KUPANG;NUSA TENGGARA TIMUR;Pemukiman/Perumahan;Tidak Memberikan Pelayanan;Dugaan tindakan tidak memberikan pelayanan oleh Dinas Pekerjaan Umum Kabupaten Kupang atas keluhan masyarakat Desa Otan terkait permintaan pemindahan lokasi pembangunan MCK Plus;Kantor Perwakilan Nusa Tenggara Timur;5303;5371
5323;24/10/14 00.00;29/10/14 08.06;KOTA KUPANG;NUSA TENGGARA TIMUR;Perorangan/Korban Langsung;Kapolres Kupang;KUPANG;NUSA TENGGARA TIMUR;Kepolisian;Penyalahgunaan Wewenang;Dugaan maladministrasi melampaui kewenangan dalam penundaan izin keluar kapal Ile APE yang muat sapi dari kupang ke surabaya;Kantor Perwakilan Nusa Tenggara Timur;5303;5371
5324;24/10/14 00.00;31/10/14 10.14;KOTA PANGKALPINANG;KEPULAUAN BANGKA BELITUNG;Perorangan/Korban Langsung;;KOTA PANGKALPINANG;KEPULAUAN BANGKA BELITUNG;Perijinan (PTSP);Konflik Kepentingan;Dugaan pemberian izin pertambangan terhadap lahan reklamasi bekas tambang PT. Timah tidak sesuai dengan tujuan reklamasi lokasi yang telah di dayagunakan masyarakat, ;Kantor Perwakilan Kepulauan Bangka Belitung;;1971
5325;24/10/14 00.00;31/10/14 10.23;BANGKA SELATAN;KEPULAUAN BANGKA BELITUNG;Kelompok Masyarakat;Kaur Pemerintahan;BANGKA SELATAN;KEPULAUAN BANGKA BELITUNG;Kepegawaian;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan oleh Kaur Pemerintahan Desa sebagin dengan tidak pernah masuk kerja dan tidak melaksanakan kewajiban dan tugas;Kantor Perwakilan Kepulauan Bangka Belitung;1905;1971
5326;24/10/14 00.00;31/10/14 16.36;KOTA PADANG;SUMATERA BARAT;Perorangan/Korban Langsung;Kepala Kopertis Wilayah X;KOTA PADANG;SUMATERA BARAT;Kepegawaian;Penundaan Berlarut;Dugaan penundaan berlarut dalam menyelesaikan permasalahan uang tunjangan profesi pelapor sebagai Dosen PNS yang bersertifikasi untuk tahun 2013 dan uang makan yang belum diterima ;Kantor Perwakilan Sumatera Barat;1371;1371
5327;24/10/14 00.00;25/11/14 12.34;POSO;SULAWESI TENGAH;Lembaga Bantuan Hukum;Kepala Pertanahan Poso;POSO;SULAWESI TENGAH;Pertanahan;Penundaan Berlarut;Tidak dilaksanakannya putusan Majelis Komisi Informasi Provinsi Sulawesi tengah Nomor 06/PTS/PSI/KI-SLTG/V/2014 oleh Kantor Pertanahan Poso;Kantor Perwakilan Sulawesi Tengah;7204;7271
5328;24/10/14 00.00;27/11/14 14.38;JAYAPURA;PAPUA;Perorangan/Korban Langsung;Kepala;KOTA JAYAPURA;PAPUA;Kepolisian;Penundaan Berlarut;Kasus laporan pengaduan masyarakat pada Polsek Kawasan Pelabuhan Laut Jayapura yang hingga saat ini belum ada penyelesaian;Kantor Perwakilan Papua;9471;9471
5329;24/10/14 00.00;08/12/14 20.16;KABUPATEN KOTA MAMUJU;SULAWESI BARAT;Kelompok Masyarakat;;MAMUJU;SULAWESI BARAT;Listrik;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang oleh PLN Rayon Manakarra terkait penggunaan tiang listrik oleh pengusaha TV Kabel.;Kantor Perwakilan Sulawesi Barat;7604;7604
5330;24/10/14 00.00;08/12/14 20.27;KABUPATEN KOTA MAMUJU;SULAWESI BARAT;Kelompok Masyarakat;;MAMUJU;SULAWESI BARAT;Komisi/Lembaga Negara;Penyimpangan Prosedur;Dugaan penyimpangan prosedur oleh KPID Sulawesi Barat dalam pengawasan penyiaran di Sulawesi Barat dimana beberapa siaran lokal mendapat izin menyiarkan informasi namun informasi yang disiarkan sangat minim dan tidak sesuai dengan prosedur penyiran.;Kantor Perwakilan Sulawesi Barat;7604;7604
5331;24/10/14 00.00;08/12/14 20.31;KABUPATEN KOTA MAMUJU;SULAWESI BARAT;Inisiatif Investigasi;;MAMUJU;SULAWESI BARAT;Kepegawaian;Permintaan Imbalan Uang, Barang dan Jasa;Dugaan permintaan uang oleh BKD Provinsi Sulawesi Barat terkait pengambilan SK 100% PNS Provinsi Sulawesi Barat dimana biaya ditiap-tiap SKPD bervariasi dari Rp. 150.000 - 300.000,-/SK.;Kantor Perwakilan Sulawesi Barat;7604;7604
5332;24/10/14 00.00;08/12/14 20.49;KABUPATEN KOTA MAMUJU UTARA;SULAWESI BARAT;Kelompok Masyarakat;;MAMUJU TENGAH;SULAWESI BARAT;Informasi Publik;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan oleh Satpol PP KABUPATEN KOTA MAMUJU Utara terkait informasi pertemuan dengan Bupati KABUPATEN KOTA MAMUJU Utara yang tidak jelas.;Kantor Perwakilan Sulawesi Barat;7606;7604
5333;24/10/14 00.00;08/12/14 20.54;MAJENE;SULAWESI BARAT;Kelompok Masyarakat;;MAJENE;SULAWESI BARAT;Air Minum;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan oleh PDAM Kabupaten Majene terkait distribusi air bersih ke masyarakat Kabupaten Majene yang tidak memadai.;Kantor Perwakilan Sulawesi Barat;7601;7604
5334;24/10/14 00.00;08/12/14 20.59;KABUPATEN KOTA MAMUJU;SULAWESI BARAT;Kelompok Masyarakat;;MAMUJU;SULAWESI BARAT;Kepolisian;Penundaan Berlarut;Dugaan penundaan berlarut oleh Samsat KABUPATEN KOTA MAMUJU terkait penerbitan plat kendaraan bermotor sejak bulan februari 2014.;Kantor Perwakilan Sulawesi Barat;7604;7604
5335;24/10/14 00.00;08/12/14 21.04;MAJENE;SULAWESI BARAT;Keluarga Korban;;MAJENE;SULAWESI BARAT;Administrasi Kependudukan;Penundaan Berlarut;Dugaan penundaan berlarut oleh Dinas Kependudukan dan Catatan Sipil Kabupaten Majene terkait penerbitan akta kelahiran yang menyebabkan terlambatnya pengurusan tunjangan anak.;Kantor Perwakilan Sulawesi Barat;7601;7604
5336;24/10/14 00.00;12/12/14 11.11;KOTA JAYAPURA;PAPUA;Perorangan/Korban Langsung;Kepala Kepolisian Resort Kota;KOTA JAYAPURA;PAPUA;Kepolisian;Penundaan Berlarut;Dugaan Penundaan Berlarut Laporan Polisi No.Lp/601/IX/2013/Papua/Res Jpr Kota tanggal 25 September 2013 mengenai dugaan terjadinya perselingkuhan antara sdri. Maria Magdalena Ohoiwutun dengan Sdr. Alfred Hamadi sebagaimana Surat Tanda Terima Laporan Polis;Kantor Perwakilan Papua;9471;9471
5337;24/10/14 00.00;15/12/14 08.45;KOTA AMBON;MALUKU;Perorangan/Korban Langsung;Kepala Kantor Petanahan Kota Ambon;KOTA AMBON;MALUKU;Pertanahan;Penyimpangan Prosedur;Pelapor merasa keberatan dengan tindakan BPN Kota Ambon yang menerbitkan sertifikat diatas tanah pelapor dan pelapor merasa tanah yang diterbitkan sertifikat oleh BPN Kota tanpa ada koordinasi dengan pihak keluarga yang memiliki hak ;Kantor Perwakilan Maluku;8171;8171
5338;24/10/14 00.00;15/12/14 10.07;KOTA AMBON;MALUKU;Perorangan/Korban Langsung;Polisi Lalu lintas;KOTA AMBON;MALUKU;Kepolisian;Penyimpangan Prosedur;Motor Pelapor ditilang dan diberikan surat tilang berwarna merah yang dicantumkan tanggal sidang 24 Oktober. pada tanggal tersebut pelapor ke pengadilan untuk mengikuti sidang pengambilan motor. sesampainya di pengadilan ternyata berkas pelapor belum dida;Kantor Perwakilan Maluku;8171;8171
5339;25/10/14 00.00;08/12/14 20.43;KABUPATEN KOTA MAMUJU;SULAWESI BARAT;Perorangan/Korban Langsung;;MAMUJU TENGAH;SULAWESI BARAT;Kepegawaian;Berpihak;Dugaan keberpihakan oleh BKDD KABUPATEN KOTA MAMUJU Tengah dalam pengangkatan tenaga honorer yang tidak memenuhi masa kontrak dimana mereka yang diangkat adalah yang mempunyai hubungan kekeluargaan dengan pejabat-pejabat publik di KABUPATEN KOTA MAMUJU Tengah.;Kantor Perwakilan Sulawesi Barat;7606;7604
5340;27/10/14 00.00;27/10/14 14.23;ROKAN HILIR;RIAU;Perorangan/Korban Langsung;Kepala ;ROKAN HILIR;RIAU;Kepegawaian;Penyimpangan Prosedur;Pelapor mengeluhkan Kinerja BKD yang tidak menerbitkan SK CPNS Pelapor;Kantor Perwakilan Riau;1409;1471
5341;27/10/14 00.00;27/10/14 15.12;ROKAN HILIR;RIAU;Keluarga Korban;Kepala;ROKAN HILIR;RIAU;Kepegawaian;Penyimpangan Prosedur;Pelapormengeluhkan dugaan maladministrasi Penyimpangan Prosedur yang diduga dilakukan oleh BKD Rohil yang tidak mengeluarkan hak pensiun almarhum istri Pelapor atas nama Dewi Utari.;Kantor Perwakilan Riau;1409;1471
5342;27/10/14 00.00;28/10/14 14.03;KOTA MANADO;SULAWESI UTARA;Perorangan/Korban Langsung;Kepala;KOTA MANADO;SULAWESI UTARA;Kepegawaian;Penundaan Berlarut;Dugaan penundaan berlarut yang dilakukan oleh Dinas Pendidikan Kota Manado dimana sampai saat ini belum ada pencairan non sertifikasi untuk guru pada bulan Juli-Desember 2013, padahal untuk Januari-Juni telah dicairkan;Kantor Perwakilan Sulawesi Utara;7171;7171
5343;27/10/14 00.00;28/10/14 14.09;KOTA BITUNG;SULAWESI UTARA;Perorangan/Korban Langsung;Kepala;KOTA BITUNG;SULAWESI UTARA;Pendidikan;Permintaan Imbalan Uang, Barang dan Jasa;Dugaan permintaan uang yang dilakukan oleh SMK Negeri 2 Bitung untuk pembayaran biaya komite sebesar Rp.60.000,- pada anak Pelapor padahal Pelapor berasal dari keluarga tidak mampu dan anak Pelapor hampir tidak bisa mengikuti UTS karena belum membayar uan;Kantor Perwakilan Sulawesi Utara;7172;7171
5344;27/10/14 00.00;28/10/14 14.14;MINAHASA UTARA;SULAWESI UTARA;Perorangan/Korban Langsung;General Manager;KOTA MANADO;SULAWESI UTARA;Listrik;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan yang dilakukan oleh PT. PLN (Persero) Wilayah Suluttenggo dengan seringnya pemadaman listrik yang menyebabkan pelayanan dari PDAM Kabupaten Minahasa Utara terganggu;Kantor Perwakilan Sulawesi Utara;7171;7171
5345;27/10/14 00.00;29/10/14 08.36;KOTA KUPANG;NUSA TENGGARA TIMUR;Perorangan/Korban Langsung;Anggota DPRD Sabu Raijua;SABU RAIJUA;NUSA TENGGARA TIMUR;Komisi/Lembaga Negara;Konflik Kepentingan;Dugaan terkait kasus tindak pidana pemalsuan surat Ijasa sarjana Ekonomi an.Lepton Baki Boni untuk mencalonkan diri sebagai anggota DPRD Sabu Raijua;Kantor Perwakilan Nusa Tenggara Timur;5320;5371
5346;27/10/14 00.00;29/10/14 09.59;MINAHASA;SULAWESI UTARA;Perorangan/Korban Langsung;Kepala;MINAHASA;SULAWESI UTARA;Pendidikan;Permintaan Imbalan Uang, Barang dan Jasa;Dugaan permintaan uang tidak resmi yang dilakukan oleh SMA Negeri 1 Kawangkoan kepada para peserta didik baru sebesar Rp. 200.000,- untuk pengadaan meja dan kursi;Kantor Perwakilan Sulawesi Utara;7102;7171
5347;27/10/14 00.00;29/10/14 10.05;MINAHASA;SULAWESI UTARA;Perorangan/Korban Langsung;Direktur;MINAHASA;SULAWESI UTARA;Air Minum;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan yang dilakukan oleh PDAM Minahasa dimana selama beberapa hari air tidak mengalir sehingga menyebabkan terganggunya aktifitas Pelapor;Kantor Perwakilan Sulawesi Utara;7102;7171
5348;27/10/14 00.00;29/10/14 10.09;MINAHASA;SULAWESI UTARA;Perorangan/Korban Langsung;General Manager;KOTA MANADO;SULAWESI UTARA;Listrik;Tidak Memberikan Pelayanan;Dugaan tidak memberikan pelayanan yang dilakukan oleh PT. PLN (Persero) Wilayah Suluttenggo dengan pemadaman listrik selama berjam-jam hampir setiap harinya yang mengganggu aktifitas Pelapor;Kantor Perwakilan Sulawesi Utara;7171;7171
5349;27/10/14 00.00;29/10/14 13.17;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5350;27/10/14 00.00;29/10/14 13.27;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5351;27/10/14 00.00;29/10/14 16.12;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5352;27/10/14 00.00;29/10/14 16.17;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5353;27/10/14 00.00;29/10/14 16.27;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5354;27/10/14 00.00;30/10/14 07.40;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5355;27/10/14 00.00;30/10/14 07.59;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala ;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5356;27/10/14 00.00;30/10/14 08.07;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5357;27/10/14 00.00;30/10/14 08.12;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5358;27/10/14 00.00;30/10/14 08.16;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5359;27/10/14 00.00;30/10/14 08.20;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5360;27/10/14 00.00;30/10/14 08.23;KOTA PEKANBARU;RIAU;Perorangan/Korban Langsung;Kepala;KOTA PEKANBARU;RIAU;Kepegawaian;Tidak Kompeten;Pelapor mengeluhkan kinerja Tim Seleksi CPNS BKD Riau, dimana Pelapor yang sudah lulus syarat administrasi dan sudah dimumkan tetapi tidak diperbolehkan ikut ujian.;Kantor Perwakilan Riau;1471;1471
5361;27/10/14 00.00;30/10/14 08.40;NGAWI;JAWA TIMUR;Perorangan/Korban Langsung;Inspektorat Kabupaten Ngawi;NGAWI;JAWA TIMUR;Kepegawaian;Penundaan Berlarut;Kantor Inspektorat Kabupaten Ngawi diduga melakukan penundaan berlarut terkait permohonan ijin cerai Pegawai Negeri Sipil (PNS).;Kantor Perwakilan Jawa Timur;3521;7835
5362;27/10/14 00.00;30/10/14 08.49;KOTA DENPASAR;BALI;Keluarga Korban;Kepala Kantor Pertanahan Kota Malang;KOTA MALANG;JAWA TIMUR;Pertanahan;Penundaan Berlarut;Kantor Pertanahan Kota Malang diduga melakukan penundaan berlarut terkait permohonan Pengembalian Batas Sertipikat Hak Milik Nomor 1137/Karangbesuki.;Kantor Perwakilan Jawa Timur;3573;7835
5363;27/10/14 00.00;30/10/14 08.56;KOTA SURABAYA;JAWA TIMUR;Perorangan/Korban Langsung;Kepala BPN Surabaya I;KOTA SURABAYA;JAWA TIMUR;Pertanahan;Tidak Memberikan Pelayanan;Kantor BPN Surabaya I diduga tidak memberikan pelayanan terkait permohonan Sertipikat Hak Milik di Jl. Gunungsari 3 gang INo. 1-A Surabaya;Kantor Perwakilan Jawa Timur;3578;7835
5364;27/10/14 00.00;30/10/14 09.15;KOTA SURABAYA;JAWA TIMUR;Keluarga Korban;Kepala Kantor BPN Surabaya I;KOTA SURABAYA;JAWA TIMUR;Pertanahan;Penundaan Berlarut;Kantor BPN Surabaya I diduga melakukan penundaan berlarut terkait proses sertipikat tanah nomor pendaftaran 7661/2011 Wiyung.;Kantor Perwakilan Jawa Timur;3578;7835
5365;27/10/14 00.00;30/10/14 09.22;MOJOKERTO;JAWA TIMUR;Perorangan/Korban Langsung;Kepala Sekolah MAN Mojosari Kabupaten Mojokerto;MOJOKERTO;JAWA TIMUR;Pendidikan;Penyimpangan Prosedur;Kepala Sekolah MAN Mojosari Kabupaten Mojokerto diduga melakukan penyimpangan prosedur dalam pemberian dana BOS, BSM terhadap murid di MAN Mojosari Kabupaten Mojokerto.;Kantor Perwakilan Jawa Timur;3516;7835
5366;27/10/14 00.00;30/10/14 13.54;KOTA JAMBI;JAMBI;Keluarga Korban;;BATANG HARI;JAMBI;Kepolisian;Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam pemecatan suami Pelapor oleh Polda Jambi pada bulan September 2014 terkait kepemilikan Narkoba yang tidak bisa dibuktikan sebelumnya bahwa suami Pelapor pemiliknya oleh Ditnarkoba Polda Jambi. ;Kantor Perwakilan Jambi;1504;1571
5367;27/10/14 00.00;31/10/14 10.31;SINJAI;SULAWESI SELATAN;Keluarga Korban;;KOTA MAKASSAR;SULAWESI SELATAN;Kepolisian;Penyimpangan Prosedur;Dugaan maladministrasi berupa Penyimpangan Prosedur yang dilakukan anggota Resmob Polda Sulsel. Anggota Resmob Polda melakukan penembakan pada Wardiansyah yang diduga melakukan pencurian uang sebesar Rp 170.000.000 milik bapak Amier, Warga Sinjai.  ;Kantor Perwakilan Sulawesi Selatan;7371;7371
5368;27/10/14 00.00;31/10/14 13.44;KOTA MATARAM;NUSA TENGGARA BARAT;Perorangan/Korban Langsung;;KOTA MATARAM;NUSA TENGGARA BARAT;Pertanahan;Tidak Patut;perbuatan tidak ptut Biro Umum Pemerintah Provinsi NTB;Kantor Perwakilan Nusa Tenggara Barat;5271;5271
5369;27/10/14 00.00;03/11/14 13.25;KOTA BANJARMASIN;KALIMANTAN SELATAN;Perorangan/Korban Langsung;Kepala Kantor Pertanahan Kabupaten Banjar;BANJAR;KALIMANTAN SELATAN;Pertanahan;Penundaan Berlarut;Belum terbitnya Berita Acara Pengembalian Batas yang telah dimohonkan oleh Pelapor di Kantor Pertanahan Kabupaten Banjar sejak 21 Maret 2014..<br>;Kantor Perwakilan Kalimantan Selatan;3279;6371
5370;27/10/14 00.00;03/11/14 13.32;KOTA BANJARMASIN;KALIMANTAN SELATAN;Perorangan/Korban Langsung;Kapolresta Banjarmasin;KOTA BANJARMASIN;KALIMANTAN SELATAN;Kepolisian;Tidak Memberikan Pelayanan;Tidak adanya surat perkembangan laporan polisi (SP2HP) No. LP/502/VI/2014/KALSEL/Resta BJM tanggal 25 Juni 2014 tentang Perkara Pencemaran Nama Baik yang dilaporkan oleh Lisu Pangalo.<br>;Kantor Perwakilan Kalimantan Selatan;6371;6371
5371;27/10/14 00.00;04/11/14 08.25;REJANG LEBONG;BENGKULU;Perorangan/Korban Langsung;;REJANG LEBONG;BENGKULU;Pendidikan;Tidak Patut;Dugaan tidak layak/patut dalam penyelenggaraan Pendidikan di SMPN 03 Sindang dataran Kabupaten Rejang Lebong;Kantor Perwakilan Bengkulu;1702;1771
5372;27/10/14 00.00;24/11/14 10.43;KOTA MEDAN;SUMATERA UTARA;Perorangan/Korban Langsung;Audit Bank;KOTA MEDAN;SUMATERA UTARA;Informasi Publik;Penundaan Berlarut;Dugaan penundaan berlarut terkait informasi Laporan Keuangan dari BPR Koperasi Bank Pasar Medan oleh Otoritas Jasa Keuangan yang tidak disampaikan kepada Pelapor dikarenakan Pelapor salah satu anggota dari BPR Koperasi Bank Pasar Medan tersebut.;Kantor Perwakilan Sumatera Utara;1275;1275
5373;27/10/14 00.00;08/12/14 21.10;POLEWALI MANDAR;SULAWESI BARAT;Kelompok Masyarakat;;POLEWALI MANDAR;SULAWESI BARAT;Administrasi Kependudukan;Penyimpangan Prosedur;Dugaan penyimpangan prosedur oleh Kepala Dusun Taramanu Kabupaten Polewali Mandar terkait pembagian raskin kepada warga di Dusun Taramanu;Kantor Perwakilan Sulawesi Barat;7602;7604
5374;27/10/14 00.00;08/12/14 21.17;MAJENE;SULAWESI BARAT;Keluarga Korban;;MAJENE;SULAWESI BARAT;Perhubungan/Infrastruktur;Penyimpangan Prosedur;Dugaan Penyimpangan prosedur oleh Pemerintah Daerah Kabupaten Majene terkait nilai ganti rugi lahan pembangunan MCK gratis yang nilainya berbeda.;Kantor Perwakilan Sulawesi Barat;7601;7604
5375;27/10/14 00.00;08/12/14 21.25;MAJENE;SULAWESI BARAT;Keluarga Korban;;MAJENE;SULAWESI BARAT;Pertanahan;Penyimpangan Prosedur;Dugaan Penyimpangan Prosedur dalam proses pembuatan sertifikat oleh pihak Badan Pertanahan Kabupaten Majene;Kantor Perwakilan Sulawesi Barat;7601;7604
5376;27/10/14 00.00;08/12/14 21.34;KABUPATEN KOTA MAMUJU;SULAWESI BARAT;Instansi Pemerintah;;MAMUJU;SULAWESI BARAT;Asuransi/Jaminan Sosial;Tidak Memberikan Pelayanan;dugaan tidak memberi pelayanan oleh pendamping keluarga harapan (PKN) papalang kepada warga yang menerima bantuan.;Kantor Perwakilan Sulawesi Barat;7604;7604
5377;28/10/14 00.00;30/10/14 10.37;JENEPONTO;SULAWESI SELATAN;Perorangan/Korban Langsung;;JENEPONTO;SULAWESI SELATAN;Kepolisian;Penyimpangan Prosedur;Pelapor  (Laho) melaporkan ke Ombudsman atas dugaan maladministrasi berupa Penyimpangan Prosedur pada Polsek Bontoramba karena tidak menahan terduga pelaku pengrusakan rumah dan pengancaman. Laho mewakili istrinya Samsiah Binti Lahasang melapor ke Polsek ;Kantor Perwakilan Sulawesi Selatan;7304;7371
5378;28/10/14 00.00;31/10/14 10.32;BANGKA;KEPULAUAN BANGKA BELITUNG;Kelompok Masyarakat;Kepala PTSP Kab. Bangka;BANGKA;KEPULAUAN BANGKA BELITUNG;Perijinan (PTSP);Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam pembangunan Tower telekomunikasi di Sungailiat Kab. Bangka;Kantor Perwakilan Kepulauan Bangka Belitung;1901;1971
5379;28/10/14 00.00;31/10/14 15.12;KOTA PALEMBANG;SUMATERA SELATAN;Perorangan/Korban Langsung;;OGAN KOMERING ILIR;SUMATERA SELATAN;Kepegawaian;Tidak Kompeten;Dugaan adanya ketidakkompetenan dalam tindak lanjut pengaduan menjadi CPNS di lingkungan kerja Kabupaten Ogan Komering Ilir an. Yanti Andriany;Ombudsman Republik Indonesia (Jakarta);1602;1671
